#{"t_start": 1724772752.1111805, "env_id": "CustomHopper-source-v0"}
r,l,t
377.813279,138,64.380942
305.49626,133,64.506149
352.534904,143,64.650124
313.445018,121,64.778532
350.970769,143,64.928586
261.039596,139,65.075828
323.953799,130,65.208199
320.048453,129,65.341388
358.2269,166,65.570136
357.456202,166,65.658788
361.674739,168,65.750017
357.005848,165,65.839836
356.339227,165,65.941568
263.132995,114,66.072399
322.316422,133,66.20953
285.148363,123,66.345587
276.99254,119,66.477892
393.69033,165,66.675386
300.818191,118,66.802264
333.03579,140,66.962426
321.908565,131,68.175985
305.130238,130,68.304549
258.579963,116,68.421962
316.365443,129,68.549241
237.972855,107,68.659142
305.371,124,68.777246
326.35869,124,68.903058
345.781283,149,69.042248
316.469446,130,69.170035
305.820317,128,69.28872
264.8557,108,69.415538
341.746654,141,69.578906
287.245676,119,69.727548
335.577658,126,69.88818
288.889748,116,70.024727
311.856497,124,70.164739
320.216932,139,71.428968
318.045729,126,71.552299
143.112022,74,71.619867
331.646591,138,71.779999
203.265889,92,71.887658
323.507624,131,72.056115
332.527972,150,72.242185
311.545883,126,72.376486
316.408898,119,72.503649
312.654604,120,72.638407
287.47163,120,72.782941
363.364355,159,72.974058
308.877356,122,73.118038
314.003985,125,73.28819
263.222171,110,73.43075
334.647706,140,73.623036
318.075353,131,73.822697
319.874132,132,73.903805
320.522012,132,73.98788
320.346038,132,74.06601
318.035664,131,74.142629
350.009791,143,75.259119
294.880015,125,75.390504
304.317741,121,75.517881
320.829746,131,75.651045
354.97339,137,75.80338
305.166754,121,75.948654
257.480732,111,76.081057
318.677833,134,76.233915
312.286508,130,76.37149
290.39509,120,76.497225
316.605448,127,76.616852
245.441503,103,76.716839
356.067163,134,76.853632
287.779081,123,76.978331
309.030688,129,77.123968
315.247452,131,77.289426
259.470585,112,78.488431
54.304814,33,78.520681
337.730285,135,78.646107
311.589128,135,78.769416
258.069752,115,78.881896
370.176172,136,79.014868
328.494407,131,79.162174
304.854557,122,79.30083
333.416398,126,79.44393
363.563059,132,79.576482
313.126787,122,79.692556
233.736781,105,79.804727
208.320875,93,79.900005
370.850133,142,80.065707
354.378391,135,80.216868
192.620018,91,80.319595
154.779506,77,80.420793
303.680818,123,80.586651
332.490036,138,81.988019
288.483265,124,82.114642
242.595745,114,82.223996
334.468869,149,82.363094
247.530365,101,82.466388
390.606216,143,82.60523
327.516149,127,82.743051
315.45162,130,82.855069
315.459396,130,82.944368
314.128103,130,83.028446
314.383501,130,83.109608
315.597761,131,83.185604
304.633539,122,83.306289
322.810163,130,83.432329
317.60696,131,83.56349
269.042187,116,83.69506
423.21801,160,83.870337
363.78515,166,84.049778
354.151311,128,84.184101
288.967889,129,84.311193
349.704667,133,85.520889
282.395655,112,85.684666
327.570093,138,85.881621
346.29403,135,86.049655
315.842077,134,86.204138
327.323897,133,86.340227
326.734687,123,86.454008
397.987385,144,86.586106
343.108991,149,86.7497
328.18636,136,86.913079
300.037315,124,87.075594
384.713655,152,87.2697
314.146215,130,87.421745
323.30385,138,87.577087
280.704418,117,87.71717
333.090956,136,87.880807
373.090325,144,89.05256
327.846595,137,89.213547
333.294478,136,89.362317
374.986516,143,89.541406
368.422845,153,89.744067
359.536621,138,89.888599
325.175338,128,90.017152
357.574385,135,90.144198
375.692365,145,90.285064
324.108803,138,90.425879
394.544528,172,90.593208
315.41477,127,90.734358
321.284361,135,90.918754
321.228026,135,91.00109
320.48471,135,91.082159
321.265568,135,91.158594
321.655091,135,91.234854
346.739271,135,91.362352
299.734921,123,91.477772
337.37269,134,92.762993
385.342011,149,92.938627
422.093099,155,93.080496
340.118733,134,93.214223
318.29216,139,93.359548
334.895317,128,93.492918
350.357949,139,93.642862
249.861749,112,93.759968
321.788372,136,93.904838
359.317656,149,94.058553
359.289754,137,94.207999
342.158713,142,94.363433
328.89414,129,94.512136
179.864386,86,94.622532
363.128621,147,94.796402
313.336004,130,96.062175
317.739544,128,96.193461
355.506102,145,96.359125
327.463452,138,96.501648
240.681714,110,96.614849
354.439391,144,96.781572
344.486156,134,96.955546
395.160803,146,97.143063
319.885281,129,97.3046
350.207439,134,97.478759
225.34464,111,97.620387
366.823197,142,97.773664
164.901862,86,97.864283
391.550192,160,98.026633
243.785278,105,98.134645
349.162029,136,98.270771
349.938659,145,99.533592
347.240881,130,99.662541
218.501594,99,99.758787
327.226075,134,99.887043
537.755231,186,100.151045
531.068658,184,100.254914
540.510798,187,100.372932
534.660535,185,100.485523
531.635059,184,100.589462
386.14805,157,100.804212
358.927395,161,100.975484
373.736467,136,101.119319
411.424963,158,101.270476
337.261406,149,101.426259
345.953575,136,101.55037
362.730145,142,101.679635
202.393434,96,101.773799
401.219718,151,101.92372
387.266737,157,103.09123
294.044226,134,103.232724
350.251319,138,103.382254
359.840427,138,103.530961
326.903696,133,103.676973
356.974113,143,103.824459
345.420166,142,103.964906
170.153535,86,104.048687
343.964874,151,104.198043
375.830327,140,104.343619
459.444994,177,104.543757
344.348451,150,104.726202
607.723505,208,104.976578
331.123486,139,105.145626
399.292671,152,105.331567
317.947221,132,106.570007
400.216769,143,106.710105
210.883885,100,106.806908
264.03596,122,106.933671
337.906454,134,107.068401
256.06404,128,107.196474
405.854647,162,107.363812
336.598672,134,107.498253
467.775965,164,107.665226
326.905095,141,107.826445
380.24344,141,107.999778
332.737644,144,108.118843
327.894809,141,108.202708
324.693168,140,108.280782
324.292783,140,108.361224
328.80973,142,108.443514
364.457734,151,108.617435
470.957625,174,108.808481
335.589193,137,108.937857
361.697491,143,110.102821
679.029154,255,110.361213
556.274053,192,110.562664
558.6455,186,110.74815
511.353854,176,110.923821
447.654252,172,111.12755
449.15863,159,111.324247
375.44297,162,111.526101
180.301705,86,111.633381
416.273844,154,111.825179
529.025728,182,112.031151
222.846203,90,112.12257
376.440938,146,112.273932
374.143146,149,113.361451
405.471151,161,113.535071
367.083495,144,113.683199
337.963096,146,113.829831
576.902878,197,114.026124
956.942568,337,114.366639
327.751953,131,114.497629
477.221163,370,114.858031
411.957171,150,115.009304
234.35847,104,115.113673
372.454654,152,115.261678
516.082889,180,116.575519
334.580496,146,116.713197
334.52599,145,116.855171
338.486683,147,116.937569
338.634703,147,117.017388
338.626136,147,117.096846
337.992373,147,117.174953
411.854511,152,117.327121
606.205124,226,117.535482
317.565454,149,117.673228
344.335287,148,117.810917
595.367569,203,118.004502
313.426632,132,118.127154
356.926662,146,118.262552
566.869138,183,118.472927
267.801252,128,118.646772
395.168837,178,118.869534
212.399336,91,120.045749
373.592462,150,120.181375
343.391664,139,120.312006
435.41951,156,120.456398
360.809796,141,120.587819
433.512395,154,120.733157
391.739961,149,120.883945
997.356238,430,121.335655
92.359675,55,121.404833
582.553361,211,121.642934
373.906043,169,121.803057
487.854947,189,121.984613
640.698173,214,123.312674
343.855726,132,123.466283
532.060226,189,123.660712
381.096804,152,123.80211
