#{"t_start": 1724524147.7140648, "env_id": "CustomHopper-source-v0"}
r,l,t
372.996084,143,38.571765
317.160771,128,38.610863
333.495291,135,38.651546
316.722145,127,38.691875
304.634754,127,38.731223
337.293683,140,39.22224
224.557739,101,39.25692
349.626932,149,39.305104
215.270119,110,39.339544
356.758131,166,39.391988
537.31835,190,39.445974
316.790149,131,39.49089
349.311556,145,39.535103
310.226619,135,39.575843
284.647578,122,39.610489
327.240905,142,39.652823
390.602922,150,39.696754
365.765691,139,39.737392
312.967435,131,39.777437
386.17373,146,40.724294
478.166112,174,40.779905
362.615667,136,40.827606
307.456277,134,40.87158
549.7998,199,40.96542
554.902405,200,41.011438
553.826381,200,41.05709
550.733087,199,41.103798
555.457558,200,41.152302
338.278284,137,41.203983
321.006256,126,41.246665
328.525768,135,41.289689
354.418966,140,41.335137
334.004333,133,41.376014
379.636178,165,41.430003
359.654918,143,41.474939
320.791214,133,41.520542
332.742359,138,41.565182
500.915296,183,41.625371
390.547732,153,42.656504
375.19069,140,42.705149
313.848575,128,42.750816
360.02957,135,42.796126
399.569181,151,42.8474
321.06178,156,42.900033
330.018976,128,42.93934
314.559003,126,42.975916
449.496079,178,43.027258
331.622317,137,43.071942
326.318986,141,43.117771
462.077566,180,43.177725
404.583369,160,43.231335
354.151817,148,44.218259
583.056001,202,44.284053
531.274925,185,44.342528
305.170845,131,44.385018
424.101054,174,44.438242
394.922734,142,44.482277
419.728449,188,44.540455
634.980025,247,44.617738
363.659008,137,44.664792
332.426355,147,44.734785
332.506577,147,44.774228
334.158206,148,44.81216
333.300705,148,44.849681
334.498792,148,44.888997
310.856106,123,44.924591
352.007615,143,44.96681
460.447654,164,45.01427
543.255025,196,45.744079
362.294273,165,45.796958
412.251293,152,45.846646
548.061699,188,45.90846
515.836602,193,45.970474
353.15493,147,46.019202
307.644869,118,46.058607
559.373362,201,46.130697
319.28343,139,46.177206
392.188092,161,46.226152
263.291214,120,46.261094
345.913905,143,46.303891
289.150158,129,46.342535
505.216921,182,46.858573
280.87847,142,46.905506
621.933515,204,46.968112
357.045472,131,47.010615
235.968586,115,47.046788
510.041135,186,47.105378
336.540744,148,47.151816
582.724398,194,47.211114
286.493938,126,47.250059
548.151688,187,47.308596
341.966047,139,47.350834
394.528649,155,47.398181
419.006228,151,47.446297
658.939555,240,48.485541
472.150883,183,48.545752
485.548252,180,48.601928
514.425019,186,48.647845
489.671626,181,48.690846
507.456944,185,48.73517
489.421718,181,48.778661
270.386294,130,48.82173
527.862792,201,48.878724
370.637765,139,48.917991
234.282346,111,48.951802
617.53012,209,49.009048
282.413294,122,49.045213
353.225747,140,49.085117
521.731389,190,49.139804
302.371874,130,49.176509
506.752268,186,49.227926
369.888305,144,49.684285
436.286246,182,49.739175
413.230915,154,49.785607
352.480863,146,49.827634
304.46053,137,49.869072
363.440246,146,49.910468
337.949019,140,49.952141
316.433165,140,49.993279
480.320128,177,50.043741
404.626104,153,50.088681
252.436186,124,50.124988
459.463747,169,50.174274
264.871564,119,50.208004
576.432342,217,50.270505
640.275817,207,51.227599
547.166411,194,51.285679
566.649103,196,51.34289
448.53427,169,51.394028
496.123607,173,51.443402
570.525189,193,51.499975
463.663308,156,51.544983
835.781909,272,51.608899
836.955247,273,51.667678
844.806645,274,51.727991
842.10071,274,51.788156
847.022856,275,51.846507
304.617748,132,51.894703
600.538338,205,51.953161
472.321355,166,52.002624
354.321024,126,52.038349
644.286401,215,52.514856
582.118761,191,52.570634
549.225064,193,52.629357
458.806679,166,52.677911
664.101335,213,52.740957
603.298673,208,52.802561
489.218043,171,52.851952
341.632216,131,52.89255
259.197659,138,52.933024
633.303886,217,52.996356
328.683873,137,53.035668
468.228627,177,53.089246
618.083429,203,54.118226
218.822002,102,54.152519
571.094957,201,54.213259
306.142864,126,54.250193
578.535089,195,54.305265
388.604042,127,54.343465
272.281291,116,54.377735
433.126983,188,54.434859
384.717345,132,54.474351
540.46029,188,54.530104
479.71469,171,54.5785
397.659178,150,54.623843
554.018461,199,55.098387
699.671502,239,55.188183
706.991183,241,55.242258
726.428312,245,55.295709
715.345179,243,55.350733
697.110173,239,55.403129
467.377233,176,55.457025
455.430633,182,55.508214
518.902926,194,55.565303
385.912094,134,55.603628
772.307621,266,55.679649
909.871427,299,55.763777
595.860997,200,55.819872
609.810976,197,55.877355
514.244849,184,55.928772
385.636057,137,56.381745
706.397883,220,56.447555
555.750475,197,56.504225
461.457722,163,56.552768
484.282435,186,56.604865
481.37029,164,56.653862
508.756352,170,56.702528
528.879687,176,56.75404
573.4395,187,56.80648
553.59121,193,56.862606
729.622356,235,56.927719
579.890325,202,57.397353
399.662946,159,57.444112
567.587699,191,57.500641
560.860794,192,57.555229
707.33082,222,57.618538
1492.644847,487,57.774468
1486.706408,483,57.878525
1372.94491,481,57.981254
1496.789265,488,58.086325
1517.900394,495,58.191945
518.407967,200,58.256448
1365.529114,500,58.398184
578.188654,191,58.451792
695.852811,205,58.930363
639.52337,213,58.993981
264.270647,113,59.027483
649.023427,201,59.086643
490.75586,179,59.137277
281.309497,118,59.171312
602.691334,207,59.231071
603.408227,215,59.292536
609.479712,215,59.353657
548.445288,177,59.405175
404.059447,142,59.445966
515.415678,194,59.906454
627.548832,208,59.96705
1162.168556,424,60.087363
585.892691,203,60.146581
523.112665,193,60.202881
570.589855,196,60.25786
340.294317,136,60.298454
657.012102,223,60.361833
589.632195,201,60.419612
1287.835648,384,60.5433
1301.128626,388,60.626617
1265.743337,379,60.708144
1285.683078,383,60.789536
1333.232075,395,60.874546
531.301063,180,61.345376
355.197146,170,61.395298
745.382802,229,61.461876
607.254729,207,61.523218
772.191508,250,61.593812
517.925471,197,61.651157
704.72355,245,61.719856
