#{"t_start": 1726013511.7930896, "env_id": "CustomHopper-target-v0"}
r,l,t
167.148486,85,27.441737
136.111074,70,27.466727
122.039069,66,27.492948
273.792396,117,27.534044
256.348251,117,27.579069
265.870723,122,27.62384
280.192371,131,28.195725
272.149746,124,28.240911
272.223028,116,28.284298
267.641748,120,28.327561
121.665632,69,28.354387
148.364148,75,28.381316
271.404121,129,28.427828
253.480824,116,28.470572
258.969405,124,28.51531
269.695736,121,28.560036
230.737309,100,28.594992
261.066722,123,28.639909
281.016935,116,28.682323
264.416359,121,28.725604
265.279067,112,28.766879
246.344637,115,28.808964
202.589265,98,28.844069
282.875616,122,28.924331
282.78956,122,28.9599
283.292924,122,28.997002
280.722798,121,29.032742
278.448173,120,29.069347
272.57778,115,29.665972
189.485096,89,29.699218
275.451971,129,29.745646
243.354496,111,29.787468
84.520615,52,29.806272
282.037769,128,29.852415
268.418755,138,29.903579
284.735989,122,29.947474
257.505042,121,29.992104
263.375371,113,30.032422
298.435737,134,30.080158
275.054992,125,30.126481
281.029534,117,30.168353
257.507207,120,30.212995
254.97706,110,30.252909
266.209204,116,30.295686
298.392923,153,30.350638
256.525665,111,30.39176
281.644539,124,31.014905
287.992725,127,31.069176
258.912472,124,31.115038
272.246159,118,31.155845
270.381437,124,31.198529
272.004923,115,31.239577
303.752884,144,31.289977
225.69456,109,31.329596
288.968164,127,31.373961
276.548562,134,31.422649
279.816765,139,31.471479
237.300268,115,31.51328
283.393796,123,31.556037
160.89626,81,31.585017
263.565347,126,31.630422
282.125493,134,31.677099
283.744237,133,32.309259
118.737717,65,32.334027
305.04096,147,32.395288
277.741131,121,32.439266
256.905935,117,32.4902
230.890122,109,32.528545
288.383705,128,32.58446
298.017591,131,32.669406
298.126647,131,32.711888
297.880087,131,32.752158
297.706814,131,32.799295
299.929288,132,32.835479
121.558752,65,32.870823
273.066156,120,32.913541
319.181684,138,32.963073
300.634016,157,33.018897
288.592112,133,33.06701
275.875719,131,33.113872
315.688099,138,33.163549
279.684049,135,33.211366
296.076923,137,33.260462
280.894396,136,33.882378
324.316032,138,33.931374
145.647896,74,33.957774
126.298775,65,33.982928
291.341322,133,34.029551
287.537566,137,34.08021
293.114249,127,34.125937
325.639051,149,34.180695
299.44123,130,34.227081
133.963122,71,34.25234
317.136952,150,34.307586
264.188706,125,34.354504
320.495145,167,34.416094
272.87007,115,34.456583
303.529701,145,34.509404
297.757516,136,34.558202
286.894221,124,35.134843
304.227258,138,35.185483
305.261325,136,35.233663
318.393958,141,35.283844
319.265516,143,35.336343
315.358562,136,35.384521
312.328733,148,35.43876
311.618194,133,35.486461
245.028571,112,35.527691
333.847069,151,35.581767
320.197368,146,35.634573
321.807054,150,35.687761
296.746218,134,35.736505
310.188238,135,35.798238
313.238637,136,35.837851
312.778116,136,35.877892
310.599094,135,35.918909
312.74511,136,35.958984
322.863785,137,36.023021
294.216839,143,36.073741
305.075835,139,36.655779
230.971709,117,36.696971
306.325971,142,36.747859
343.640712,150,36.800338
330.519115,150,36.855072
315.293426,143,36.905257
299.845891,146,36.958045
317.661936,155,37.012718
315.62931,141,37.06388
301.81422,139,37.112818
309.65659,149,37.166891
319.114249,154,37.220841
241.611603,110,37.261447
341.287467,156,37.316531
302.049533,130,37.906269
331.621989,153,37.960595
175.033232,103,37.998911
304.263338,133,38.047317
314.240047,140,38.098604
311.283043,148,38.152321
320.98563,141,38.204432
338.138758,150,38.258657
324.100608,138,38.309717
310.32703,146,38.362969
306.503093,135,38.412479
326.677782,140,38.463408
305.686559,138,38.514017
321.476977,147,38.567591
292.502204,127,38.6139
315.957183,142,39.19986
332.525019,151,39.252947
319.179857,138,39.303155
323.584753,141,39.352896
111.137181,63,39.376937
327.345503,145,39.428113
327.158783,145,39.472085
327.208636,145,39.51421
327.251373,145,39.556087
326.827276,145,39.599919
302.724752,135,39.659302
303.6829,138,39.710138
315.557371,151,39.763159
312.626815,136,39.812929
323.355939,147,39.86436
316.937824,144,39.916548
312.293632,145,39.967852
329.104917,147,40.02175
330.551815,143,40.07354
333.931158,152,40.127484
339.931013,139,40.699674
328.811536,149,40.752357
313.349593,138,40.802183
343.214155,158,40.857844
338.231231,138,40.908038
352.794664,168,40.967656
293.465062,123,41.011642
310.994829,145,41.062879
327.986889,142,41.114459
319.513364,143,41.165077
322.915662,139,41.21558
337.761489,146,41.267091
345.320665,154,41.322119
321.672505,147,41.374194
329.935074,146,41.950077
334.850031,156,42.006142
333.089128,147,42.057858
318.436039,133,42.104255
330.73556,143,42.156291
379.25263,173,42.21909
320.344619,135,42.266928
345.402174,154,42.322087
327.811175,142,42.371999
303.385504,126,42.417968
330.149354,141,42.486615
327.737141,140,42.528712
330.236932,141,42.569594
327.912969,140,42.60991
327.840245,140,42.652156
336.192113,142,42.714094
312.993051,136,42.763756
330.626149,146,42.815185
299.040589,132,43.385742
337.132947,145,43.438079
315.129329,137,43.486584
315.38709,132,43.534461
315.401181,137,43.582708
339.814296,150,43.637252
278.180446,129,43.682939
329.456015,152,43.737874
326.775161,134,43.784907
264.841749,126,43.829762
339.548185,152,43.885088
339.411036,153,43.940588
340.689941,154,43.994935
325.989496,135,44.04421
304.851775,131,44.08998
344.367932,157,44.672797
335.558414,149,44.725313
314.123986,133,44.773406
329.306884,143,44.824392
336.540225,144,44.876158
211.665672,104,44.913219
191.009289,97,44.947578
281.818173,126,44.993797
313.427724,135,45.041163
343.131124,148,45.094162
357.658552,158,45.150284
337.729098,144,45.20233
342.285387,154,45.25661
319.474739,143,45.308422
337.041415,140,45.357608
312.124128,138,45.942357
325.157569,139,45.992539
338.283911,146,46.080706
336.529734,145,46.12252
338.335978,146,46.164907
338.61247,146,46.208771
338.783879,146,46.251153
316.724869,150,46.317997
320.480516,142,46.369219
332.881415,147,46.422915
360.263613,163,46.480714
334.725916,144,46.533125
342.375822,152,46.589166
273.428656,130,46.634645
339.56229,146,46.686062
338.613727,147,46.7393
340.591123,145,46.792296
290.023285,131,46.838712
299.21337,135,47.410489
362.834103,169,47.469649
261.499832,116,47.511703
357.08142,171,47.572413
324.183421,143,47.624347
222.911952,115,47.665271
336.062344,146,47.718342
340.280278,151,47.772015
321.812476,138,47.821979
319.480074,146,47.873502
332.460882,159,47.930795
305.881721,133,47.977761
342.105387,141,48.028472
353.014389,156,48.083625
342.28671,157,48.677096
330.667319,136,48.724441
355.125661,158,48.781416
341.177835,156,48.838501
369.08101,150,48.890667
314.926194,131,48.937756
347.935601,147,48.989538
344.002488,157,49.045928
336.984816,148,49.097928
332.214569,143,49.156614
332.023738,143,49.197988
334.865739,144,49.24125
332.321134,143,49.282657
332.213202,143,49.324117
325.420562,141,49.379431
330.312367,145,49.431631
342.762321,151,49.487615
341.409862,154,49.543298
353.114466,159,49.599104
321.880402,142,50.183756
240.031819,112,50.225399
344.644603,153,50.280673
359.506998,171,50.343004
324.146627,141,50.396542
340.289829,156,50.451726
323.244967,139,50.503831
352.92387,147,50.556389
332.504478,144,50.610852
333.890315,144,50.663103
333.053094,146,50.716622
316.544178,139,50.767061
305.042971,134,50.81401
333.85085,142,50.865425
361.144772,166,51.504011
358.153353,155,51.558049
355.219616,163,51.626159
351.779058,156,51.682332
321.228497,140,51.742575
364.191952,160,51.798229
324.43059,139,51.849464
340.354673,150,51.903511
333.758267,146,51.957706
230.023948,106,51.996998
350.107511,155,52.053917
337.504026,154,52.109921
335.401506,159,52.168351
343.07923,155,52.225012
334.107281,145,52.849256
335.259589,146,52.892034
339.386944,148,52.936668
333.651124,145,52.978968
335.263428,146,53.022915
346.888634,151,53.080812
335.435779,147,53.134079
335.305769,145,53.185877
336.108304,149,53.24033
325.674279,144,53.291422
171.159086,85,53.323351
372.200832,165,53.381732
359.964298,164,53.441083
365.05307,155,53.495939
339.275354,152,53.551375
341.489739,150,53.604152
366.076393,166,53.664117
343.823554,159,54.244676
332.982024,150,54.298036
338.268577,153,54.354016
335.758734,157,54.409382
370.127708,160,54.467396
359.951013,170,54.527624
315.627579,140,54.578864
349.002496,147,54.630205
359.928974,154,54.686284
381.978661,157,54.7426
206.9587,110,54.782001
79.759314,49,54.799285
348.448093,161,54.857722
350.14292,158,54.913748
341.497501,159,54.971622
349.764557,159,55.552783
111.247742,64,55.575045
192.002934,103,55.61173
353.278763,144,55.663718
328.176187,147,55.715604
322.404299,142,55.767539
354.480384,143,55.817718
324.318346,136,55.869608
342.328669,153,55.916096
343.342848,153,55.962189
345.040791,154,56.006991
346.64785,155,56.051863
344.245046,154,56.098263
359.643865,159,56.168437
345.960825,153,56.222992
320.036271,142,56.27473
321.871747,149,56.327326
359.866112,162,56.386354
344.82207,149,56.4386
278.302099,135,57.011765
334.160066,153,57.065548
331.676729,154,57.121722
414.729849,173,57.183519
336.821586,148,57.235813
374.094911,163,57.294402
346.144116,154,57.348429
341.971798,150,57.403324
346.14778,152,57.456899
381.900846,172,57.51955
353.984022,161,57.576401
339.800452,150,57.632457
156.102299,86,57.662788
338.805591,158,57.720352
328.27703,147,58.298138
